id,corp_ticker,ratio,rank,emsec_id
2063,108860,16.77,2,113
2064,109070,100.0,1,56
2065,109080,100.0,1,121
2066,109610,100.0,1,50
2067,109670,100.0,1,90
2068,109740,100.0,1,122
2069,109820,100.0,1,127
2070,109860,100.0,1,59
2071,109960,53.41,1,47
2072,109960,46.59,2,126
2073,110020,75.28,1,79
2074,110020,24.72,2,128
2075,110790,100.0,1,90
2076,110990,62.24,1,62
2077,110990,37.76,2,60
2078,111110,100.0,1,90
2079,111380,100.0,1,90
2080,111710,100.0,1,101
2081,111770,82.78,1,90
2082,111770,17.22,2,89
2083,111870,100.0,1,120
2084,112040,100.0,1,116
2085,112290,64.89,1,110
2086,112290,35.11,2,30
2087,112610,100.0,1,21
2088,113810,100.0,1,84
2089,114090,100.0,1,100
2090,114190,79.97,1,122
2091,114190,20.03,2,48
2092,114450,100.0,1,30
2093,114630,100.0,1,26
2094,114810,100.0,1,110
2095,114840,100.0,1,92
2096,115160,63.31,1,123
2097,115160,36.69,2,84
2098,115180,100.0,1,126
2099,115310,70.43,1,125
2100,115310,29.57,2,113
2101,115440,100.0,1,123
2102,115450,100.0,1,53
2103,115480,100.0,1,130
2104,115500,100.0,1,113
2105,115530,61.24,1,121
2106,115530,38.76,2,113
2107,115570,100.0,1,93
2108,115610,100.0,1,109
2109,117580,100.0,1,22
2110,117670,100.0,1,109
2111,117730,76.56,1,119
2112,117730,23.44,2,112
2113,118000,79.44,1,126
2114,118000,20.56,2,130
2115,118990,52.13,1,121
2116,118990,28.9,2,84
2117,118990,18.97,3,59
2118,119500,36.34,1,84
2119,119500,35.48,2,62
2120,119500,28.18,3,44
2121,119610,72.2,1,131
2122,119610,27.8,2,92
2123,119650,100.0,1,24
2124,119830,78.51,1,110
2125,119830,21.49,2,122
2126,119850,64.74,1,20
2127,119850,35.26,2,21
2128,120030,100.0,1,62
2129,120110,50.08,1,84
2130,120110,26.97,2,90
2131,120110,22.95,3,25
2132,120240,100.0,1,30
2133,121440,100.0,1,89
2134,121600,61.77,1,122
2135,121600,38.23,2,30
2136,121800,100.0,1,95
2137,121850,100.0,1,112
2138,121890,100.0,1,57
2139,122310,100.0,1,130
2140,122350,100.0,1,84
2141,122450,41.66,1,101
2142,122450,29.98,2,110
2143,122450,28.36,3,95
2144,122640,100.0,1,110
2145,122690,100.0,1,84
2146,122870,100.0,1,96
2147,122900,78.86,1,107
2148,122900,21.14,2,131
2149,122990,100.0,1,121
2150,123010,64.82,1,121
2151,123010,19.08,2,119
2152,123010,16.11,3,110
2153,123040,100.0,1,84
2154,123330,100.0,1,92
2155,123410,100.0,1,84
2156,123420,100.0,1,116
2157,123570,100.0,1,93
2158,123690,100.0,1,92
2159,123700,100.0,1,84
2160,123750,100.0,1,89
2161,123840,62.46,1,129
2162,123840,37.54,2,62
2163,123860,83.41,1,112
2164,123860,16.59,2,109
2165,123890,100.0,1,8
2166,124500,100.0,1,113
2167,124560,100.0,1,56
2168,125210,42.1,1,62
2169,125210,31.27,2,122
2170,125210,26.63,3,30
2171,126340,100.0,1,121
2172,126560,77.5,1,92
2173,126560,22.5,2,113
2174,126600,100.0,1,26
2175,126640,65.11,1,84
2176,126640,34.89,2,35
2177,126700,100.0,1,120
2178,126720,64.1,1,20
2179,126720,35.9,2,19
2180,126730,100.0,1,121
2181,126880,79.87,1,47
2182,126880,20.13,2,21
2183,127120,100.0,1,127
2184,127710,100.0,1,93
2185,127980,100.0,1,121
2186,128540,100.0,1,84
2187,128660,100.0,1,34
2188,128820,56.98,1,13
2189,128820,43.02,2,19
2190,128940,100.0,1,126
2191,129260,100.0,1,56
2192,129890,62.54,1,120
2193,129890,37.46,2,102
2194,129920,59.15,1,60
2195,129920,40.85,2,62
2196,130500,100.0,1,26
2197,130580,100.0,1,6
2198,130660,100.0,1,19
2199,130740,39.26,1,84
2200,130740,34.54,2,26
2201,130740,26.2,3,62
2202,131030,100.0,1,126
2203,131090,56.09,1,125
2204,131090,43.91,2,67
2205,131100,100.0,1,96
2206,131180,100.0,1,66
2207,131220,100.0,1,71
2208,131290,100.0,1,110
2209,131370,62.37,1,113
2210,131370,37.63,2,115
2211,131400,100.0,1,121
2212,131760,47.15,1,112
2213,131760,29.48,2,121
2214,131760,23.37,3,122
2215,131970,100.0,1,110
2216,133750,100.0,1,102
2217,133820,100.0,1,33
2218,134060,100.0,1,102
2219,134380,100.0,1,30
2220,134580,100.0,1,114
2221,134790,100.0,1,87
2222,136410,100.0,1,30
2223,136480,80.71,1,74
2224,136480,19.29,2,75
2225,136490,100.0,1,74
2226,136540,100.0,1,113
2227,137080,57.48,1,112
2228,137080,26.01,2,120
2229,137080,16.52,3,62
2230,137310,100.0,1,130
2231,137400,78.2,1,122
2232,137400,21.8,2,120
2233,137940,100.0,1,92
2234,137950,100.0,1,17
2235,138040,100.0,1,3
2236,138070,100.0,1,35
2237,138080,100.0,1,123
2238,138360,100.0,1,62
2239,138490,100.0,1,26
2240,138610,100.0,1,127
2241,138930,100.0,1,1
2242,139050,51.34,1,49
2243,139050,48.66,2,93
2244,139130,100.0,1,1
2245,139480,79.88,1,105
2246,139480,20.12,2,76
2247,139670,100.0,1,115
2248,139990,100.0,1,33
2249,140070,100.0,1,110
2250,140410,100.0,1,126
2251,140430,100.0,1,67
2252,140520,100.0,1,33
2253,140670,54.84,1,119
2254,140670,45.16,2,63
2255,140860,100.0,1,62
2256,140910,76.38,1,8
2257,140910,23.62,2,9
2258,141000,100.0,1,112
2259,141080,100.0,1,127
2260,142210,67.86,1,110
2261,142210,32.14,2,111
2262,142280,72.25,1,130
2263,142280,27.75,2,131
2264,142760,82.58,1,127
2265,142760,17.42,2,129
2266,143160,100.0,1,67
2267,143210,100.0,1,84
2268,143240,100.0,1,70
2269,143540,100.0,1,112
2270,144510,100.0,1,127
2271,144960,57.18,1,110
2272,144960,42.82,2,44
2273,145020,100.0,1,127
2274,145170,100.0,1,90
2275,145210,100.0,1,83
2276,145270,100.0,1,9
2277,145720,100.0,1,130
2278,145990,58.88,1,75
2279,145990,41.12,2,25
2280,146060,100.0,1,84
2281,146320,100.0,1,110
2282,147760,100.0,1,110
2283,147830,79.31,1,35
2284,147830,20.69,2,26
2285,148150,100.0,1,112
2286,148250,100.0,1,123
2287,148780,100.0,1,114
2288,148930,100.0,1,122
2289,149950,100.0,1,112
2290,149980,100.0,1,130
2291,150840,100.0,1,130
2292,150900,80.45,1,113
2293,150900,19.55,2,115
2294,151860,50.31,1,33
2295,151860,49.69,2,82
2296,151910,100.0,1,121
2297,153460,100.0,1,125
2298,153490,75.4,1,111
2299,153490,24.6,2,129
2300,153710,100.0,1,128
2301,154030,100.0,1,74
2302,154040,100.0,1,121
2303,155650,100.0,1,112
2304,155660,34.98,1,33
2305,155660,32.98,2,26
2306,155660,32.04,3,35
2307,156100,100.0,1,130
2308,158430,100.0,1,6
2309,159010,100.0,1,121
2310,159580,53.84,1,92
2311,159580,46.16,2,41
2312,159910,100.0,1,92
2313,160190,79.65,1,61
2314,160190,20.35,2,62
2315,160550,100.0,1,96
2316,160980,100.0,1,110
2317,161000,54.53,1,25
2318,161000,27.04,2,30
2319,161000,18.43,3,17
2320,161390,100.0,1,83
2321,161580,71.17,1,122
2322,161580,28.83,2,112
2323,161890,62.41,1,92
2324,161890,37.59,2,126
2325,162300,100.0,1,35
2326,163280,100.0,1,62
2327,163560,100.0,1,39
2328,163730,100.0,1,6
2329,166090,100.0,1,121
2330,166480,100.0,1,127
2331,168330,100.0,1,129
2332,168360,100.0,1,120
2333,169330,55.62,1,114
2334,169330,44.38,2,71
2335,170030,100.0,1,84
2336,170790,68.38,1,123
2337,170790,31.62,2,67
2338,170900,100.0,1,126
2339,170920,100.0,1,112
2340,171010,100.0,1,30
2341,171090,100.0,1,112
2342,171120,100.0,1,30
2343,172670,100.0,1,110
2344,173130,50.17,1,125
2345,173130,49.83,2,113
2346,173940,100.0,1,96
2347,174880,100.0,1,121
2348,174900,100.0,1,127
2349,175140,51.99,1,123
2350,175140,48.01,2,120
2351,175250,51.8,1,92
2352,175250,48.2,2,126
2353,175330,100.0,1,1
2354,176750,100.0,1,127
2355,177350,100.0,1,112
2356,177830,36.56,1,121
2357,177830,29.82,2,111
2358,177830,17.22,3,86
2359,177830,16.41,4,130
2360,177900,100.0,1,109
2361,178320,76.6,1,63
2362,178320,23.4,2,110
2363,178780,53.6,1,111
2364,178780,46.4,2,107
2365,178920,100.0,1,26
2366,179290,82.19,1,131
2367,179290,17.81,2,130
2368,179530,73.66,1,128
2369,179530,26.34,2,127
2370,179900,100.0,1,121
2371,180400,100.0,1,127
2372,180640,100.0,1,54
2373,181710,81.01,1,114
2374,181710,18.99,2,116
2375,182360,100.0,1,96
2376,182400,58.2,1,130
2377,182400,41.8,2,127
2378,183190,100.0,1,50
2379,183300,67.68,1,110
2380,183300,32.32,2,30
2381,183490,55.84,1,127
2382,183490,44.16,2,126
2383,184230,100.0,1,113
2384,185490,100.0,1,126
2385,185750,100.0,1,126
2386,186230,38.62,1,34
2387,186230,32.62,2,74
2388,186230,28.77,3,47
2389,187220,57.16,1,71
2390,187220,42.84,2,127
2391,187270,100.0,1,121
2392,187420,61.13,1,127
2393,187420,38.87,2,30
2394,187660,100.0,1,132
2395,187790,100.0,1,24
2396,187870,100.0,1,62
2397,188260,100.0,1,130
2398,189300,100.0,1,123
2399,189330,71.3,1,120
2400,189330,28.7,2,113
2401,189690,100.0,1,115
2402,189860,100.0,1,64
2403,189980,100.0,1,77
2404,190510,100.0,1,121
2405,190650,100.0,1,2
2406,191410,45.39,1,30
2407,191410,33.07,2,102
2408,191410,21.54,3,121
2409,191420,100.0,1,127
2410,192080,100.0,1,116
2411,192250,100.0,1,113
2412,192390,100.0,1,50
2413,192400,100.0,1,86
2414,192410,100.0,1,123
2415,192440,80.82,1,90
2416,192440,19.18,2,107
2417,192650,100.0,1,121
2418,192820,100.0,1,92
2419,193250,100.0,1,121
2420,194370,100.0,1,90
2421,194480,100.0,1,116
2422,194700,100.0,1,129
2423,195500,100.0,1,75
2424,195870,100.0,1,110
2425,195940,100.0,1,126
2426,195990,100.0,1,60
2427,196170,100.0,1,127
2428,196300,100.0,1,127
2429,196450,100.0,1,121
2430,196490,100.0,1,122
2431,196700,79.27,1,84
2432,196700,20.73,2,37
2433,197140,61.69,1,115
2434,197140,20.14,2,113
2435,197140,18.17,3,95
2436,198080,64.89,1,121
2437,198080,35.11,2,84
2438,198440,51.78,1,50
2439,198440,48.22,2,101
2440,198940,100.0,1,84
2441,199430,100.0,1,62
2442,199480,100.0,1,6
2443,199550,100.0,1,130
2444,199730,100.0,1,132
2445,199800,100.0,1,127
2446,199820,58.02,1,65
2447,199820,41.98,2,121
2448,200130,57.6,1,129
2449,200130,42.4,2,92
2450,200230,70.09,1,127
2451,200230,29.91,2,123
2452,200350,100.0,1,96
2453,200470,100.0,1,110
2454,200670,100.0,1,127
2455,200710,77.3,1,110
2456,200710,22.7,2,109
2457,200780,100.0,1,126
2458,200880,100.0,1,84
2459,201490,100.0,1,116
2460,203400,100.0,1,127
2461,203450,100.0,1,67
2462,203650,100.0,1,103
2463,203690,100.0,1,79
2464,204020,100.0,1,90
2465,204210,55.3,1,99
2466,204210,44.7,2,9
2467,204270,100.0,1,121
2468,204320,100.0,1,84
2469,204610,83.3,1,116
2470,204610,16.7,2,107
2471,204620,100.0,1,114
2472,204630,100.0,1,96
2473,204840,100.0,1,126
2474,205100,100.0,1,113
2475,205470,50.96,1,96
2476,205470,49.04,2,130
2477,205500,100.0,1,116
2478,206400,100.0,1,47
2479,206560,100.0,1,96
2480,206640,100.0,1,130
2481,206650,100.0,1,127
2482,207760,70.11,1,114
2483,207760,29.89,2,116
2484,207940,100.0,1,127
2485,208140,100.0,1,75
2486,208340,100.0,1,127
2487,208350,60.23,1,113
2488,208350,39.77,2,115
2489,208370,64.75,1,130
2490,208370,35.25,2,120
2491,208640,100.0,1,116
2492,208710,100.0,1,121
2493,208860,51.58,1,125
2494,208860,30.16,2,84
2495,208860,18.26,3,114
2496,209640,66.74,1,120
2497,209640,33.26,2,62
2498,210120,100.0,1,95
2499,210540,100.0,1,62
2500,210980,100.0,1,8
2501,211050,100.0,1,3
2502,211270,58.79,1,123
2503,211270,41.21,2,43
2504,212560,100.0,1,84
2505,212710,82.43,1,110
2506,212710,17.57,2,17
2507,213420,100.0,1,112
2508,213500,100.0,1,38
2509,214150,100.0,1,130
2510,214180,45.53,1,6
2511,214180,35.26,2,113
2512,214180,19.21,3,129
2513,214260,51.68,1,92
2514,214260,48.32,2,130
2515,214270,100.0,1,93
2516,214320,100.0,1,93
2517,214330,100.0,1,84
2518,214370,100.0,1,127
2519,214390,100.0,1,126
2520,214420,100.0,1,92
2521,214430,100.0,1,44
2522,214450,57.64,1,130
2523,214450,23.15,2,92
2524,214450,19.22,3,126
2525,214610,100.0,1,130
2526,214680,100.0,1,130
2527,215000,100.0,1,101
2528,215090,100.0,1,44
2529,215100,65.67,1,119
2530,215100,34.33,2,102
2531,215200,100.0,1,102
2532,215360,100.0,1,84
2533,215380,40.79,1,127
2534,215380,33.36,2,130
2535,215380,25.85,3,132
2536,215480,63.66,1,91
2537,215480,36.34,2,90
2538,215600,100.0,1,127
2539,215790,100.0,1,123
2540,216050,100.0,1,93
2541,216080,100.0,1,127
2542,217190,100.0,1,110
2543,217270,100.0,1,116
2544,217330,100.0,1,127
2545,217480,100.0,1,92
2546,217500,64.77,1,110
2547,217500,35.23,2,119
2548,217620,100.0,1,99
2549,217730,57.73,1,127
2550,217730,42.27,2,92
2551,217820,100.0,1,122
2552,218150,66.35,1,74
2553,218150,33.65,2,75
2554,218410,77.09,1,121
2555,218410,22.91,2,109
2556,219130,100.0,1,121
2557,219420,100.0,1,115
2558,219550,100.0,1,92
2559,219750,100.0,1,127
2560,220100,100.0,1,127
2561,220180,100.0,1,115
2562,220260,64.0,1,122
2563,220260,36.0,2,30
2564,221800,66.71,1,132
2565,221800,33.29,2,130
2566,221840,100.0,1,43
2567,221980,100.0,1,30
2568,222040,100.0,1,129
2569,222080,100.0,1,122
2570,222110,100.0,1,127
2571,222160,100.0,1,120
2572,222420,100.0,1,40
2573,222800,100.0,1,110
2574,222810,100.0,1,33
2575,222980,75.84,1,76
2576,222980,24.16,2,126
2577,223250,100.0,1,132
2578,223310,100.0,1,92
2579,224060,61.12,1,110
2580,224060,38.88,2,121
2581,224110,58.9,1,62
2582,224110,41.1,2,57
2583,225190,100.0,1,120
2584,225220,100.0,1,127
2585,225430,67.99,1,79
2586,225430,32.01,2,92
2587,225530,100.0,1,50
2588,225570,100.0,1,116
2589,225590,100.0,1,90
2590,226320,100.0,1,92
2591,226330,100.0,1,127
2592,226340,100.0,1,92
2593,226360,78.98,1,46
2594,226360,21.02,2,47
2595,226400,100.0,1,130
2596,226440,100.0,1,112
2597,226590,100.0,1,109
2598,226950,100.0,1,127
2599,227100,100.0,1,122
2600,227610,100.0,1,92
2601,227840,67.54,1,74
2602,227840,32.46,2,75
2603,227950,71.69,1,62
2604,227950,28.31,2,110
2605,228340,100.0,1,50
2606,228670,100.0,1,130
2607,228760,100.0,1,127
2608,228850,100.0,1,130
2609,229000,100.0,1,127
2610,229640,63.93,1,19
2611,229640,36.07,2,35
2612,230240,100.0,1,123
2613,230360,63.2,1,90
2614,230360,19.81,2,92
2615,230360,16.99,3,93
2616,230980,100.0,1,44
2617,232140,100.0,1,110
2618,232680,100.0,1,119
2619,232830,100.0,1,113
2620,234080,53.11,1,131
2621,234080,46.89,2,130
2622,234100,57.62,1,26
2623,234100,42.38,2,84
2624,234300,61.07,1,113
2625,234300,38.93,2,57
2626,234340,100.0,1,6
2627,234690,81.37,1,126
2628,234690,18.63,2,129
2629,234920,100.0,1,86
2630,235980,100.0,1,127
2631,236200,100.0,1,67
2632,236810,100.0,1,93
2633,237690,100.0,1,127
2634,237750,100.0,1,19
2635,237820,100.0,1,93
2636,237880,100.0,1,92
2637,238090,84.33,1,121
2638,238090,15.67,2,30
2639,238120,100.0,1,127
2640,238200,100.0,1,129
2641,238490,100.0,1,112
2642,239340,63.12,1,5
2643,239340,36.88,2,114
2644,239610,100.0,1,129
2645,239890,100.0,1,112
2646,240550,100.0,1,130
2647,240600,100.0,1,62
2648,240810,100.0,1,110
2649,241520,100.0,1,4
2650,241560,100.0,1,59
2651,241590,100.0,1,91
2652,241690,76.2,1,84
2653,241690,23.8,2,122
2654,241710,100.0,1,92
2655,241770,100.0,1,110
2656,241790,51.07,1,110
2657,241790,48.93,2,30
2658,241820,100.0,1,130
2659,241840,100.0,1,95
2660,242040,50.07,1,113
2661,242040,49.93,2,120
2662,243070,78.92,1,126
2663,243070,21.08,2,130
2664,243840,100.0,1,122
2665,244460,100.0,1,127
2666,244920,100.0,1,3
2667,245620,54.43,1,129
2668,245620,45.57,2,127
2669,246250,83.46,1,126
2670,246250,16.54,2,127
2671,246690,100.0,1,4
2672,246710,69.09,1,127
2673,246710,30.91,2,130
2674,246720,100.0,1,130
2675,246960,84.25,1,53
2676,246960,15.75,2,130
2677,247540,100.0,1,122
2678,247660,100.0,1,30
2679,248070,100.0,1,121
2680,248170,100.0,1,75
2681,249420,100.0,1,126
2682,250000,62.3,1,75
2683,250000,37.7,2,81
2684,250060,61.08,1,113
2685,250060,38.92,2,62
2686,250930,64.78,1,30
2687,250930,35.22,2,121
2688,251120,100.0,1,127
2689,251270,100.0,1,116
2690,251370,78.21,1,30
2691,251370,21.79,2,121
2692,251630,52.2,1,122
2693,251630,47.8,2,119
2694,251970,100.0,1,39
2695,252500,100.0,1,92
2696,252990,76.77,1,30
2697,252990,23.23,2,121
2698,253450,100.0,1,95
2699,253590,100.0,1,110
2700,253840,100.0,1,130
2701,254120,100.0,1,120
2702,254490,100.0,1,121
2703,255220,100.0,1,50
2704,255440,100.0,1,112
2705,256150,100.0,1,23
2706,256630,72.56,1,121
2707,256630,27.44,2,112
2708,256840,58.26,1,92
2709,256840,41.74,2,130
2710,256940,100.0,1,24
2711,257370,100.0,1,122
2712,257720,100.0,1,106
2713,258610,53.67,1,118
2714,258610,23.31,2,47
2715,258610,23.01,3,43
2716,258790,100.0,1,113
2717,258830,100.0,1,130
2718,259630,100.0,1,122
2719,259960,100.0,1,116
2720,260660,100.0,1,126
2721,260930,100.0,1,92
2722,260970,100.0,1,129
2723,261200,100.0,1,130
2724,261780,100.0,1,127
2725,262260,100.0,1,122
2726,262840,100.0,1,113
2727,263020,65.46,1,26
2728,263020,34.54,2,90
2729,263050,100.0,1,127
2730,263600,100.0,1,121
2731,263690,100.0,1,130
2732,263700,40.39,1,93
2733,263700,39.12,2,114
2734,263700,20.49,3,113
2735,263720,100.0,1,94
2736,263750,100.0,1,116
2737,263770,100.0,1,33
2738,263800,67.21,1,120
2739,263800,32.79,2,113
2740,263810,100.0,1,121
2741,263860,100.0,1,113
2742,263920,68.93,1,131
2743,263920,31.07,2,92
2744,264450,100.0,1,123
2745,264660,49.88,1,30
2746,264660,27.93,2,110
2747,264660,22.19,3,109
2748,264850,70.49,1,86
2749,264850,29.51,2,67
2750,264900,100.0,1,76
2751,265520,100.0,1,120
2752,265560,100.0,1,121
2753,265740,100.0,1,92
2754,267250,59.0,1,13
2755,267250,41.0,2,51
2756,267260,100.0,1,64
2757,267270,100.0,1,59
2758,267290,100.0,1,22
2759,267320,100.0,1,122
2760,267790,100.0,1,90
2761,267850,100.0,1,113
2762,267980,100.0,1,75
2763,268280,100.0,1,30
2764,269620,73.4,1,120
2765,269620,26.6,2,61
2766,270520,100.0,1,17
2767,270660,100.0,1,119
2768,270870,100.0,1,129
2769,271560,50.44,1,75
2770,271560,49.56,2,76
2771,271830,78.71,1,120
2772,271830,21.29,2,62
2773,271940,83.21,1,62
2774,271940,16.79,2,21
2775,271980,100.0,1,126
2776,272110,100.0,1,110
2777,272210,75.22,1,44
2778,272210,24.78,2,113
2779,272290,100.0,1,112
2780,272450,100.0,1,97
2781,272550,100.0,1,41
2782,273060,100.0,1,93
2783,273640,100.0,1,121
2784,274090,100.0,1,43
2785,274400,100.0,1,44
2786,275630,75.82,1,125
2787,275630,24.18,2,113
2788,276040,78.13,1,102
2789,276040,21.87,2,116
2790,276730,100.0,1,77
2791,277070,100.0,1,4
2792,277410,100.0,1,129
2793,277810,100.0,1,119
2794,277880,100.0,1,62
2795,278280,63.49,1,122
2796,278280,36.51,2,112
2797,278470,100.0,1,92
2798,278650,79.39,1,127
2799,278650,20.61,2,128
2800,279600,100.0,1,115
2801,280360,100.0,1,76
2802,281740,72.09,1,110
2803,281740,27.91,2,17
2804,281820,80.15,1,110
2805,281820,19.85,2,111
2806,282330,100.0,1,105
2807,282720,55.73,1,48
2808,282720,24.67,2,21
2809,282720,19.59,3,49
2810,282880,100.0,1,122
2811,284620,100.0,1,127
2812,284740,100.0,1,103
2813,285130,70.23,1,30
2814,285130,29.77,2,127
2815,285490,100.0,1,121
2816,285800,100.0,1,39
2817,286750,100.0,1,30
2818,286940,100.0,1,113
2819,288330,100.0,1,127
2820,288620,100.0,1,21
2821,288980,75.94,1,115
2822,288980,24.06,2,123
2823,289010,100.0,1,102
2824,289080,100.0,1,4
2825,289220,100.0,1,96
2826,289930,100.0,1,109
2827,290090,56.15,1,113
2828,290090,25.73,2,21
2829,290090,18.12,3,60
2830,290120,100.0,1,84
2831,290270,71.43,1,113
2832,290270,28.57,2,67
2833,290380,100.0,1,28
2834,290520,100.0,1,112
2835,290550,100.0,1,121
2836,290560,75.83,1,113
2837,290560,24.17,2,115
2838,290650,100.0,1,130
2839,290660,67.25,1,130
2840,290660,32.75,2,132
2841,290670,100.0,1,62
2842,290690,100.0,1,120
2843,290720,61.79,1,129
2844,290720,22.11,2,106
2845,290720,16.09,3,75
2846,290740,100.0,1,121
2847,291230,100.0,1,93
2848,291650,80.92,1,132
2849,291650,19.08,2,127
2850,291810,80.4,1,57
2851,291810,19.6,2,67
2852,293480,100.0,1,126
2853,293490,100.0,1,116
2854,293580,100.0,1,4
2855,293780,50.04,1,129
2856,293780,49.96,2,127
2857,293940,100.0,1,9
2858,294090,100.0,1,130
2859,294140,83.92,1,30
2860,294140,16.08,2,121
2861,294570,52.85,1,114
2862,294570,47.15,2,6
2863,294630,100.0,1,62
2864,294870,100.0,1,45
2865,295310,39.43,1,30
2866,295310,37.14,2,43
2867,295310,23.44,3,110
2868,296640,56.87,1,113
2869,296640,43.13,2,115
2870,297090,100.0,1,62
2871,297570,100.0,1,120
2872,297890,63.14,1,112
2873,297890,36.86,2,110
2874,298000,100.0,1,25
2875,298020,59.4,1,72
2876,298020,40.6,2,26
2877,298040,63.93,1,64
2878,298040,36.07,2,45
2879,298050,100.0,1,83
2880,298060,100.0,1,92
2881,298380,100.0,1,127
2882,298540,100.0,1,90
2883,298690,100.0,1,97
2884,298830,65.54,1,115
2885,298830,34.46,2,113
2886,299030,100.0,1,122
2887,299170,84.78,1,126
2888,299170,15.22,2,131
2889,299660,100.0,1,106
2890,299900,100.0,1,96
2891,300080,100.0,1,114
2892,300120,100.0,1,113
2893,300720,100.0,1,50
2894,301300,64.5,1,115
2895,301300,35.5,2,114
2896,302430,72.93,1,122
2897,302430,27.07,2,120
2898,302440,100.0,1,127
2899,302550,100.0,1,130
2900,303030,100.0,1,109
2901,303360,100.0,1,130
2902,303530,100.0,1,67
2903,303810,82.05,1,130
2904,303810,17.95,2,126
2905,304100,100.0,1,113
2906,304360,100.0,1,130
2907,304840,64.86,1,130
2908,304840,35.14,2,127
2909,305090,74.94,1,130
2910,305090,25.06,2,127
2911,306040,100.0,1,90
2912,306200,100.0,1,33
2913,306620,100.0,1,62
2914,307180,100.0,1,121
2915,307280,83.15,1,131
2916,307280,16.85,2,92
2917,307750,100.0,1,126
2918,307870,100.0,1,113
2919,307930,100.0,1,4
2920,307950,78.34,1,113
2921,307950,21.66,2,115
2922,308080,100.0,1,127
2923,308100,100.0,1,90
2924,308170,100.0,1,84
2925,308430,100.0,1,127
2926,309930,81.52,1,87
2927,309930,18.48,2,106
2928,309960,100.0,1,4
2929,310200,100.0,1,95
2930,310210,100.0,1,127
2931,310870,100.0,1,84
2932,311320,72.9,1,110
2933,311320,27.1,2,86
2934,311390,100.0,1,129
2935,311690,100.0,1,127
2936,312610,100.0,1,122
2937,313760,100.0,1,63
2938,314130,71.28,1,127
2939,314130,28.72,2,92
2940,314140,57.97,1,129
2941,314140,42.03,2,126
2942,314930,100.0,1,130
2943,315640,100.0,1,60
2944,316140,100.0,1,1
2945,317120,100.0,1,109
2946,317240,100.0,1,92
2947,317330,53.54,1,110
2948,317330,46.46,2,30
2949,317400,82.05,1,45
2950,317400,17.95,2,68
2951,317530,100.0,1,96
2952,317690,100.0,1,130
2953,317770,52.73,1,120
2954,317770,47.27,2,125
2955,317830,54.68,1,119
2956,317830,45.32,2,113
2957,317850,100.0,1,59
2958,317870,77.87,1,23
2959,317870,22.13,2,30
2960,318000,100.0,1,30
2961,318010,100.0,1,129
2962,318020,100.0,1,120
2963,318160,100.0,1,92
2964,318410,66.44,1,26
2965,318410,33.56,2,92
2966,319400,75.09,1,62
2967,319400,24.91,2,57
2968,319660,100.0,1,110
2969,320000,100.0,1,120
2970,321260,100.0,1,112
2971,321370,83.52,1,123
2972,321370,16.48,2,44
2973,321550,100.0,1,127
2974,321820,50.27,1,114
2975,321820,49.73,2,96
2976,322000,100.0,1,21
2977,322180,77.25,1,113
2978,322180,22.75,2,119
2979,322310,100.0,1,110
2980,322510,100.0,1,130
2981,322780,100.0,1,95
2982,323230,100.0,1,90
2983,323280,100.0,1,62
2984,323350,100.0,1,62
2985,323410,100.0,1,1
2986,323990,100.0,1,126
2987,326030,100.0,1,127
2988,327260,73.73,1,44
2989,327260,26.27,2,123
2990,328130,100.0,1,115
2991,328380,74.34,1,114
2992,328380,25.66,2,113
2993,329180,77.35,1,51
2994,329180,22.65,2,52
2995,330350,100.0,1,126
2996,330590,100.0,1,9
2997,330730,100.0,1,4
2998,330860,100.0,1,110
2999,331380,100.0,1,67
3000,331520,100.0,1,116
3001,331920,100.0,1,127
3002,332290,67.89,1,28
3003,332290,16.65,2,74
3004,332290,15.46,3,101
3005,332370,100.0,1,120
3006,332570,100.0,1,123
3007,333050,100.0,1,113
3008,333430,72.5,1,52
3009,333430,27.5,2,62
3010,333620,75.74,1,122
3011,333620,24.26,2,60
3012,334890,100.0,1,9
3013,334970,100.0,1,127
3014,335810,100.0,1,130
3015,335870,100.0,1,91
3016,335890,100.0,1,130
3017,336060,100.0,1,113
3018,336260,100.0,1,21
3019,336370,79.13,1,122
3020,336370,20.87,2,112
3021,336570,100.0,1,130
3022,336680,100.0,1,111
3023,337930,100.0,1,90
3024,338100,100.0,1,9
3025,338220,100.0,1,130
3026,338840,100.0,1,127
3027,339770,100.0,1,99
3028,339950,83.64,1,102
3029,339950,16.36,2,70
3030,340360,100.0,1,123
3031,340440,100.0,1,39
3032,340570,100.0,1,130
3033,340810,54.15,1,113
3034,340810,45.85,2,125
3035,340930,100.0,1,122
3036,344820,52.27,1,40
3037,344820,47.73,2,107
3038,344860,53.77,1,93
3039,344860,46.23,2,92
3040,347000,79.97,1,120
3041,347000,20.03,2,62
3042,347700,82.76,1,129
3043,347700,17.24,2,132
3044,347740,100.0,1,92
3045,347770,100.0,1,112
3046,347850,100.0,1,127
3047,347860,100.0,1,113
3048,347890,100.0,1,120
3049,348030,100.0,1,116
3050,348080,100.0,1,127
3051,348150,100.0,1,127
3052,348210,100.0,1,110
3053,348340,100.0,1,119
3054,348350,63.61,1,71
3055,348350,36.39,2,30
3056,348370,100.0,1,122
3057,348950,100.0,1,9
3058,350520,100.0,1,9
3059,351320,100.0,1,112
3060,351330,73.2,1,61
