id,corp_ticker,ratio,rank,emsec_id
1065,037400,100.0,1,111
1066,037440,100.0,1,49
1067,037460,100.0,1,121
1068,037560,49.16,1,124
1069,037560,26.97,2,95
1070,037560,23.87,3,93
1071,037710,100.0,1,105
1072,037760,50.82,1,50
1073,037760,49.18,2,33
1074,037950,100.0,1,121
1075,038010,53.21,1,50
1076,038010,46.79,2,52
1077,038060,80.55,1,111
1078,038060,19.45,2,84
1079,038070,77.37,1,127
1080,038070,22.63,2,130
1081,038110,100.0,1,84
1082,038290,100.0,1,127
1083,038390,100.0,1,103
1084,038460,76.25,1,64
1085,038460,23.75,2,121
1086,038500,100.0,1,50
1087,038530,73.63,1,120
1088,038530,26.37,2,131
1089,038540,58.83,1,1
1090,038540,41.17,2,2
1091,038620,57.26,1,99
1092,038620,42.74,2,102
1093,038680,100.0,1,113
1094,038870,100.0,1,21
1095,038880,41.2,1,109
1096,038880,38.09,2,84
1097,038880,20.71,3,71
1098,038950,100.0,1,120
1099,039010,59.17,1,68
1100,039010,22.33,2,86
1101,039010,18.51,3,113
1102,039020,71.97,1,37
1103,039020,28.03,2,50
1104,039030,100.0,1,110
1105,039130,100.0,1,98
1106,039200,100.0,1,127
1107,039240,100.0,1,33
1108,039290,100.0,1,124
1109,039310,74.68,1,69
1110,039310,25.32,2,98
1111,039340,52.04,1,94
1112,039340,47.96,2,95
1113,039420,58.45,1,124
1114,039420,41.55,2,113
1115,039440,100.0,1,110
1116,039490,100.0,1,2
1117,039560,61.43,1,123
1118,039560,38.57,2,84
1119,039570,41.03,1,8
1120,039570,24.73,2,49
1121,039570,19.05,3,68
1122,039570,15.18,4,47
1123,039610,100.0,1,62
1124,039740,100.0,1,72
1125,039830,100.0,1,89
1126,039840,100.0,1,130
1127,039860,100.0,1,130
1128,039980,54.27,1,90
1129,039980,45.73,2,125
1130,040160,100.0,1,123
1131,040300,80.69,1,95
1132,040300,19.31,2,8
1133,040350,100.0,1,6
1134,040420,100.0,1,102
1135,040610,53.37,1,84
1136,040610,46.63,2,53
1137,040910,100.0,1,112
1138,041020,32.91,1,84
1139,041020,31.44,2,26
1140,041020,17.82,3,113
1141,041020,17.82,3,126
1142,041190,100.0,1,4
1143,041440,52.02,1,62
1144,041440,47.98,2,59
1145,041460,83.07,1,125
1146,041460,16.93,2,113
1147,041510,100.0,1,96
1148,041520,56.96,1,62
1149,041520,43.04,2,110
1150,041590,100.0,1,87
1151,041650,100.0,1,84
1152,041830,100.0,1,130
1153,041910,100.0,1,126
1154,041920,100.0,1,130
1155,041930,52.34,1,86
1156,041930,47.66,2,84
1157,041960,100.0,1,128
1158,042000,100.0,1,114
1159,042040,100.0,1,30
1160,042110,100.0,1,121
1161,042370,57.71,1,122
1162,042370,42.29,2,19
1163,042420,100.0,1,116
1164,042500,100.0,1,123
1165,042510,72.11,1,125
1166,042510,27.89,2,114
1167,042520,100.0,1,130
1168,042600,70.38,1,121
1169,042600,29.62,2,17
1170,042660,100.0,1,51
1171,042670,100.0,1,59
1172,042700,100.0,1,110
1173,042940,100.0,1,45
1174,043090,100.0,1,123
1175,043100,100.0,1,130
1176,043150,100.0,1,130
1177,043200,100.0,1,17
1178,043220,73.8,1,47
1179,043220,26.2,2,19
1180,043260,72.78,1,63
1181,043260,27.22,2,121
1182,043340,100.0,1,35
1183,043360,47.22,1,66
1184,043360,26.67,2,62
1185,043360,26.1,3,120
1186,043370,100.0,1,84
1187,043590,66.45,1,84
1188,043590,33.55,2,109
1189,043610,75.96,1,96
1190,043610,24.04,2,94
1191,043650,100.0,1,77
1192,043710,100.0,1,132
1193,043910,100.0,1,47
1194,044060,100.0,1,62
1195,044180,100.0,1,45
1196,044340,100.0,1,64
1197,044380,100.0,1,117
1198,044450,100.0,1,56
1199,044480,74.42,1,96
1200,044480,25.58,2,92
1201,044490,100.0,1,35
1202,044780,100.0,1,62
1203,044820,100.0,1,129
1204,044960,100.0,1,128
1205,044990,100.0,1,121
1206,045060,100.0,1,30
1207,045100,100.0,1,49
1208,045300,100.0,1,110
1209,045340,100.0,1,57
1210,045390,100.0,1,62
1211,045510,59.28,1,120
1212,045510,23.14,2,72
1213,045510,17.58,3,113
1214,045520,57.07,1,86
1215,045520,42.93,2,84
1216,045660,100.0,1,6
1217,045970,100.0,1,121
1218,046070,100.0,1,84
1219,046120,42.86,1,43
1220,046120,39.81,2,24
1221,046120,17.33,3,47
1222,046210,62.75,1,130
1223,046210,37.25,2,127
1224,046310,76.11,1,123
1225,046310,23.89,2,120
1226,046390,100.0,1,96
1227,046440,100.0,1,6
1228,046890,100.0,1,121
1229,046940,100.0,1,46
1230,046970,79.97,1,120
1231,046970,20.03,2,123
1232,047040,70.85,1,45
1233,047040,29.15,2,46
1234,047050,100.0,1,72
1235,047080,70.65,1,116
1236,047080,29.35,2,107
1237,047310,100.0,1,121
1238,047400,64.52,1,121
1239,047400,35.48,2,62
1240,047560,67.74,1,115
1241,047560,32.26,2,116
1242,047770,100.0,1,90
1243,047810,100.0,1,43
1244,047820,36.2,1,95
1245,047820,35.93,2,99
1246,047820,27.87,3,96
1247,047920,100.0,1,126
1248,048410,100.0,1,127
1249,048430,100.0,1,84
1250,048470,100.0,1,35
1251,048530,100.0,1,127
1252,048550,77.01,1,93
1253,048550,22.99,2,96
1254,048770,100.0,1,62
1255,048830,100.0,1,26
1256,048870,55.42,1,131
1257,048870,26.04,2,127
1258,048870,18.54,3,129
1259,048910,100.0,1,96
1260,049070,100.0,1,120
1261,049080,74.78,1,123
1262,049080,25.22,2,110
1263,049120,80.41,1,112
1264,049120,19.59,2,121
1265,049180,100.0,1,130
1266,049430,100.0,1,62
1267,049470,100.0,1,113
1268,049480,100.0,1,113
1269,049520,100.0,1,121
1270,049550,72.37,1,66
1271,049550,27.63,2,30
1272,049630,100.0,1,121
1273,049720,100.0,1,7
1274,049770,100.0,1,75
1275,049800,100.0,1,61
1276,049830,100.0,1,39
1277,049950,100.0,1,112
1278,049960,100.0,1,129
1279,050090,100.0,1,93
1280,050110,100.0,1,121
1281,050120,100.0,1,89
1282,050760,100.0,1,26
1283,050860,100.0,1,58
1284,050890,100.0,1,123
1285,050960,100.0,1,125
1286,051160,52.52,1,106
1287,051160,47.48,2,113
1288,051360,100.0,1,111
1289,051370,100.0,1,121
1290,051380,100.0,1,107
1291,051390,100.0,1,103
1292,051490,55.96,1,60
1293,051490,44.04,2,121
1294,051500,100.0,1,81
1295,051600,100.0,1,19
1296,051630,65.22,1,26
1297,051630,34.78,2,39
1298,051780,52.05,1,11
1299,051780,47.95,2,77
1300,051900,41.85,1,92
1301,051900,31.37,2,79
1302,051900,26.78,3,77
1303,051910,57.9,1,122
1304,051910,42.1,2,25
1305,051980,60.42,1,123
1306,051980,39.58,2,50
1307,052020,61.76,1,107
1308,052020,38.24,2,92
1309,052220,81.26,1,95
1310,052220,18.74,2,93
1311,052260,76.07,1,92
1312,052260,23.93,2,129
1313,052300,72.65,1,40
1314,052300,27.35,2,8
1315,052330,100.0,1,111
1316,052400,100.0,1,6
1317,052420,100.0,1,112
1318,052460,100.0,1,123
1319,052600,56.02,1,6
1320,052600,43.98,2,69
1321,052670,100.0,1,128
1322,052690,100.0,1,48
1323,052710,46.61,1,123
1324,052710,34.57,2,62
1325,052710,18.82,3,121
1326,052770,100.0,1,116
1327,052790,100.0,1,116
1328,052860,100.0,1,109
1329,052900,72.38,1,110
1330,052900,27.62,2,109
1331,053030,64.9,1,126
1332,053030,35.1,2,127
1333,053050,100.0,1,22
1334,053060,100.0,1,84
1335,053080,100.0,1,47
1336,053160,100.0,1,121
1337,053210,100.0,1,95
1338,053260,100.0,1,33
1339,053270,100.0,1,84
1340,053280,100.0,1,106
1341,053290,100.0,1,94
1342,053300,70.71,1,125
1343,053300,29.29,2,93
1344,053350,66.16,1,113
1345,053350,33.84,2,6
1346,053450,100.0,1,121
1347,053580,100.0,1,6
1348,053610,100.0,1,110
1349,053620,82.61,1,15
1350,053620,17.39,2,30
1351,053690,100.0,1,49
1352,053700,100.0,1,84
1353,053800,73.14,1,113
1354,053800,26.86,2,67
1355,053950,100.0,1,126
1356,053980,100.0,1,113
1357,054040,100.0,1,121
1358,054050,81.69,1,74
1359,054050,18.31,2,28
1360,054090,58.5,1,121
1361,054090,41.5,2,62
1362,054180,79.22,1,52
1363,054180,20.78,2,19
1364,054210,56.93,1,121
1365,054210,23.14,2,122
1366,054210,19.93,3,78
1367,054220,41.69,1,19
1368,054220,34.0,2,23
1369,054220,24.3,3,48
1370,054300,42.09,1,56
1371,054300,36.74,2,62
1372,054300,21.17,3,51
1373,054410,100.0,1,35
1374,054450,100.0,1,109
1375,054540,100.0,1,35
1376,054620,56.76,1,115
1377,054620,43.24,2,121
1378,054630,100.0,1,109
1379,054670,100.0,1,126
1380,054780,100.0,1,96
1381,054800,100.0,1,69
1382,054920,100.0,1,115
1383,054930,100.0,1,49
1384,054940,59.16,1,47
1385,054940,40.84,2,120
1386,054950,100.0,1,130
1387,055490,67.86,1,121
1388,055490,32.14,2,41
1389,055550,100.0,1,1
1390,056080,100.0,1,119
1391,056090,71.44,1,130
1392,056090,28.56,2,19
1393,056190,51.93,1,62
1394,056190,30.46,2,109
1395,056190,17.61,3,110
1396,056360,100.0,1,123
1397,056700,100.0,1,112
1398,056730,82.72,1,48
1399,056730,17.28,2,62
1400,057030,100.0,1,102
1401,057050,38.68,1,106
1402,057050,35.53,2,90
1403,057050,25.79,3,50
1404,057540,69.11,1,120
1405,057540,30.89,2,121
1406,057680,100.0,1,106
1407,057880,100.0,1,132
1408,058110,100.0,1,130
1409,058400,100.0,1,95
1410,058430,100.0,1,35
1411,058450,78.99,1,96
1412,058450,21.01,2,99
1413,058470,69.53,1,121
1414,058470,30.47,2,110
1415,058610,100.0,1,62
1416,058630,100.0,1,116
1417,058650,100.0,1,5
1418,058730,35.45,1,50
1419,058730,26.59,2,33
1420,058730,22.7,3,46
1421,058730,15.26,4,17
1422,058820,100.0,1,126
1423,058850,59.87,1,69
1424,058850,40.13,2,124
1425,058860,72.85,1,69
1426,058860,27.15,2,124
1427,058970,73.7,1,113
1428,058970,26.3,2,115
1429,059090,100.0,1,109
1430,059100,100.0,1,112
1431,059120,100.0,1,119
1432,059210,51.21,1,130
1433,059210,48.79,2,127
1434,059270,100.0,1,62
1435,060150,100.0,1,24
1436,060230,55.43,1,112
1437,060230,26.24,2,122
1438,060230,18.33,3,121
1439,060240,75.88,1,51
1440,060240,24.12,2,116
1441,060250,100.0,1,6
1442,060260,70.81,1,23
1443,060260,29.19,2,28
1444,060280,100.0,1,130
1445,060310,63.98,1,62
1446,060310,36.02,2,121
1447,060370,84.41,1,56
1448,060370,15.59,2,46
1449,060380,48.73,1,33
1450,060380,35.14,2,35
1451,060380,16.13,3,24
1452,060480,100.0,1,34
1453,060540,44.48,1,121
1454,060540,34.89,2,41
1455,060540,20.63,3,75
1456,060560,55.68,1,13
1457,060560,44.32,2,50
1458,060570,100.0,1,96
1459,060590,50.18,1,128
1460,060590,49.82,2,126
1461,060720,100.0,1,121
1462,060850,71.6,1,115
1463,060850,28.4,2,113
1464,060900,100.0,1,21
1465,060980,100.0,1,84
1466,061040,61.81,1,123
1467,061040,21.33,2,127
1468,061040,16.86,3,112
1469,061250,100.0,1,126
1470,061970,100.0,1,110
1471,062040,100.0,1,64
1472,062970,100.0,1,123
1473,063080,100.0,1,116
1474,063160,80.18,1,126
1475,063160,19.82,2,127
1476,063170,54.55,1,107
1477,063170,45.45,2,104
1478,063440,100.0,1,66
1479,063570,82.77,1,69
1480,063570,17.23,2,67
1481,063760,100.0,1,112
1482,064090,100.0,1,107
1483,064240,70.54,1,121
1484,064240,29.46,2,92
1485,064260,100.0,1,106
1486,064290,50.61,1,122
1487,064290,49.39,2,110
1488,064350,61.26,1,44
1489,064350,38.74,2,62
1490,064400,100.0,1,113
1491,064480,69.66,1,125
1492,064480,30.34,2,113
1493,064520,100.0,1,110
1494,064550,100.0,1,129
1495,064760,100.0,1,110
1496,064800,80.58,1,107
1497,064800,19.42,2,114
1498,064820,100.0,1,52
1499,064850,100.0,1,6
1500,064960,100.0,1,84
1501,065060,80.48,1,90
1502,065060,19.52,2,84
1503,065130,61.49,1,120
1504,065130,38.51,2,112
1505,065150,100.0,1,75
1506,065170,100.0,1,129
1507,065350,43.23,1,86
1508,065350,34.67,2,53
1509,065350,22.1,3,122
1510,065370,100.0,1,113
1511,065420,100.0,1,17
1512,065440,100.0,1,125
1513,065450,100.0,1,44
1514,065500,100.0,1,84
1515,065510,100.0,1,130
1516,065530,70.48,1,124
1517,065530,29.52,2,123
1518,065570,37.78,1,44
1519,065570,34.74,2,123
1520,065570,27.48,3,56
1521,065650,100.0,1,107
1522,065660,100.0,1,127
1523,065680,60.39,1,121
1524,065680,39.61,2,84
1525,065690,100.0,1,121
1526,065710,100.0,1,62
1527,065770,100.0,1,123
1528,065950,44.09,1,47
1529,065950,36.77,2,62
1530,065950,19.13,3,26
1531,066130,100.0,1,86
1532,066310,42.07,1,109
1533,066310,30.9,2,121
1534,066310,27.03,3,110
1535,066360,100.0,1,74
1536,066410,65.1,1,114
1537,066410,34.9,2,120
1538,066430,60.62,1,107
1539,066430,39.38,2,26
1540,066570,69.55,1,86
1541,066570,30.45,2,121
1542,066590,100.0,1,84
1543,066620,100.0,1,45
1544,066670,70.86,1,8
1545,066670,29.14,2,111
1546,066700,100.0,1,126
1547,066790,100.0,1,95
1548,066900,70.91,1,121
1549,066900,29.09,2,54
1550,066910,100.0,1,89
1551,066970,100.0,1,122
1552,066980,56.66,1,47
1553,066980,43.34,2,24
1554,067000,100.0,1,116
1555,067010,100.0,1,125
1556,067080,100.0,1,126
1557,067160,80.22,1,114
1558,067160,19.78,2,95
1559,067170,51.84,1,62
1560,067170,48.16,2,86
1561,067280,100.0,1,102
1562,067290,100.0,1,126
1563,067310,80.04,1,109
1564,067310,19.96,2,110
1565,067370,100.0,1,127
1566,067390,100.0,1,43
1567,067570,63.76,1,84
1568,067570,36.24,2,21
1569,067630,71.05,1,126
1570,067630,28.95,2,130
1571,067730,100.0,1,113
1572,067770,100.0,1,112
1573,067830,100.0,1,105
1574,067900,67.54,1,56
1575,067900,32.46,2,24
1576,067920,81.21,1,67
1577,067920,18.79,2,113
1578,067990,100.0,1,82
1579,068050,100.0,1,95
1580,068100,43.44,1,62
1581,068100,28.51,2,120
1582,068100,28.05,3,113
1583,068240,100.0,1,62
1584,068270,100.0,1,127
1585,068290,100.0,1,94
1586,068330,100.0,1,130
1587,068760,100.0,1,126
1588,068790,100.0,1,112
1589,068930,100.0,1,102
1590,068940,100.0,1,6
1591,069080,100.0,1,116
1592,069140,57.87,1,48
1593,069140,42.13,2,47
1594,069260,65.69,1,30
1595,069260,34.31,2,25
1596,069330,100.0,1,112
1597,069410,100.0,1,125
1598,069460,100.0,1,34
1599,069510,77.11,1,84
1600,069510,22.89,2,121
1601,069540,100.0,1,123
1602,069620,100.0,1,126
1603,069640,100.0,1,90
1604,069730,100.0,1,35
1605,069920,100.0,1,106
1606,069960,56.27,1,105
1607,069960,22.46,2,107
1608,069960,21.27,3,87
1609,070300,100.0,1,121
1610,070590,100.0,1,113
1611,070960,55.47,1,99
1612,070960,44.53,2,98
1613,071050,100.0,1,7
1614,071090,100.0,1,35
1615,071200,100.0,1,115
1616,071280,45.3,1,110
1617,071280,38.32,2,112
1618,071280,16.38,3,120
1619,071320,100.0,1,19
1620,071460,100.0,1,86
1621,071670,60.65,1,60
1622,071670,39.35,2,62
1623,071840,100.0,1,105
1624,071850,100.0,1,84
1625,071950,100.0,1,87
1626,071970,100.0,1,52
1627,072020,100.0,1,128
1628,072130,75.76,1,125
1629,072130,24.24,2,102
1630,072470,100.0,1,84
1631,072520,66.67,1,127
1632,072520,33.33,2,81
1633,072710,100.0,1,75
1634,072770,100.0,1,113
1635,072870,29.3,1,102
1636,072870,28.26,2,101
1637,072870,22.37,3,99
1638,072870,20.06,4,94
1639,072950,57.6,1,30
1640,072950,22.63,2,123
1641,072950,19.77,3,44
1642,072990,100.0,1,71
1643,073010,100.0,1,84
1644,073110,73.14,1,111
1645,073110,26.86,2,112
1646,073190,100.0,1,87
1647,073240,100.0,1,83
1648,073490,55.59,1,123
1649,073490,44.41,2,84
1650,073540,100.0,1,123
1651,073560,76.06,1,74
1652,073560,23.94,2,75
1653,073570,100.0,1,121
1654,073640,100.0,1,62
1655,074430,68.36,1,30
1656,074430,31.64,2,126
1657,074600,100.0,1,110
1658,074610,57.6,1,62
1659,074610,42.4,2,122
1660,075130,100.0,1,114
1661,075180,100.0,1,84
1662,075580,100.0,1,52
1663,075970,100.0,1,40
1664,076080,57.46,1,45
1665,076080,22.78,2,47
1666,076080,19.76,3,48
1667,076610,100.0,1,121
1668,077360,58.44,1,110
1669,077360,41.56,2,121
1670,077500,100.0,1,109
1671,077970,58.58,1,44
1672,077970,41.42,2,56
1673,078000,100.0,1,125
1674,078020,100.0,1,2
1675,078070,100.0,1,123
1676,078130,100.0,1,38
1677,078140,100.0,1,92
1678,078150,100.0,1,112
1679,078160,67.31,1,132
1680,078160,32.69,2,127
1681,078340,83.36,1,116
1682,078340,16.64,2,96
1683,078350,100.0,1,109
1684,078520,100.0,1,92
1685,078590,100.0,1,84
1686,078600,77.61,1,121
1687,078600,22.39,2,122
1688,078860,100.0,1,96
1689,078890,57.24,1,95
1690,078890,42.76,2,123
1691,078930,100.0,1,13
1692,079000,100.0,1,39
1693,079160,100.0,1,96
1694,079170,100.0,1,30
1695,079190,100.0,1,123
1696,079370,76.03,1,110
1697,079370,23.97,2,119
1698,079430,63.8,1,87
1699,079430,36.2,2,73
1700,079550,100.0,1,44
1701,079650,100.0,1,50
1702,079810,100.0,1,122
1703,079900,100.0,1,59
1704,079940,52.61,1,113
1705,079940,32.28,2,114
1706,079940,15.11,3,67
1707,079950,100.0,1,112
1708,079960,100.0,1,63
1709,079970,100.0,1,115
1710,079980,100.0,1,27
1711,080010,77.59,1,71
1712,080010,22.41,2,33
1713,080160,100.0,1,98
1714,080220,100.0,1,109
1715,080420,66.05,1,105
1716,080420,33.95,2,121
1717,080470,100.0,1,84
1718,080520,71.12,1,109
1719,080520,28.88,2,121
1720,080530,73.66,1,92
1721,080530,26.34,2,41
1722,080580,100.0,1,110
1723,080720,100.0,1,126
1724,081000,100.0,1,62
1725,081150,100.0,1,33
1726,081580,42.94,1,118
1727,081580,31.26,2,122
1728,081580,25.8,3,120
1729,081660,77.66,1,89
1730,081660,22.34,2,90
1731,082210,100.0,1,121
1732,082270,100.0,1,24
1733,082640,100.0,1,3
1734,082660,100.0,1,92
1735,082740,100.0,1,52
1736,082800,100.0,1,126
1737,082850,100.0,1,111
1738,082920,100.0,1,122
1739,083310,100.0,1,110
1740,083420,100.0,1,25
1741,083450,82.89,1,110
1742,083450,17.11,2,120
1743,083470,100.0,1,112
1744,083500,100.0,1,112
1745,083550,76.63,1,30
1746,083550,23.37,2,112
1747,083640,100.0,1,120
1748,083650,100.0,1,63
1749,083660,100.0,1,92
1750,083790,71.88,1,127
1751,083790,28.12,2,62
1752,083930,100.0,1,122
1753,084010,100.0,1,33
1754,084110,100.0,1,126
1755,084180,32.56,1,62
1756,084180,27.62,2,94
1757,084180,21.08,3,109
1758,084180,18.74,4,53
1759,084370,100.0,1,110
1760,084440,100.0,1,102
1761,084650,100.0,1,127
1762,084670,100.0,1,54
1763,084680,66.44,1,90
1764,084680,33.56,2,101
1765,084690,75.46,1,75
1766,084690,24.54,2,30
1767,084730,66.95,1,86
1768,084730,33.05,2,120
1769,084850,100.0,1,122
1770,084870,100.0,1,90
1771,084990,100.0,1,127
1772,085310,70.47,1,62
1773,085310,29.53,2,29
1774,085620,100.0,1,3
1775,085660,72.02,1,132
1776,085660,27.98,2,127
1777,085670,100.0,1,121
1778,085810,66.66,1,113
1779,085810,33.34,2,125
1780,085910,100.0,1,62
1781,086040,100.0,1,132
1782,086060,55.44,1,28
1783,086060,44.56,2,128
1784,086280,47.07,1,107
1785,086280,34.9,2,53
1786,086280,18.03,3,56
1787,086390,74.57,1,110
1788,086390,25.43,2,109
1789,086450,100.0,1,126
1790,086520,100.0,1,122
1791,086670,100.0,1,62
1792,086710,100.0,1,30
1793,086790,100.0,1,1
1794,086820,100.0,1,127
1795,086890,100.0,1,126
1796,086900,100.0,1,127
1797,086960,82.74,1,115
1798,086960,17.26,2,113
1799,086980,100.0,1,96
1800,087010,69.95,1,127
1801,087010,30.05,2,126
1802,087260,100.0,1,120
1803,087600,100.0,1,109
1804,088130,100.0,1,112
1805,088260,100.0,1,9
1806,088280,68.58,1,109
1807,088280,31.42,2,121
1808,088290,100.0,1,84
1809,088340,78.4,1,113
1810,088340,21.6,2,107
1811,088350,100.0,1,3
1812,088390,44.45,1,89
1813,088390,36.48,2,4
1814,088390,19.07,3,122
1815,088790,100.0,1,90
1816,088800,100.0,1,123
1817,088910,100.0,1,74
1818,089010,69.23,1,121
1819,089010,30.77,2,21
1820,089030,100.0,1,110
1821,089140,100.0,1,60
1822,089150,100.0,1,113
1823,089230,57.13,1,114
1824,089230,42.87,2,96
1825,089470,100.0,1,26
1826,089590,100.0,1,97
1827,089600,100.0,1,93
1828,089790,100.0,1,110
1829,089850,53.59,1,86
1830,089850,29.52,2,120
1831,089850,16.89,3,121
1832,089860,100.0,1,103
1833,089890,100.0,1,110
1834,089970,100.0,1,110
1835,089980,52.79,1,121
1836,089980,47.21,2,30
1837,090080,100.0,1,84
1838,090150,100.0,1,84
1839,090350,100.0,1,30
1840,090360,100.0,1,119
1841,090370,40.12,1,71
1842,090370,39.47,2,132
1843,090370,20.41,3,90
1844,090410,100.0,1,50
1845,090430,100.0,1,92
1846,090460,100.0,1,121
1847,090470,43.23,1,122
1848,090470,32.32,2,110
1849,090470,24.45,3,111
1850,090710,64.01,1,119
1851,090710,35.99,2,122
1852,090850,100.0,1,71
1853,091090,100.0,1,48
1854,091120,74.15,1,121
1855,091120,25.85,2,120
1856,091340,64.84,1,121
1857,091340,35.16,2,84
1858,091440,100.0,1,123
1859,091580,100.0,1,122
1860,091590,64.4,1,45
1861,091590,35.6,2,46
1862,091700,100.0,1,121
1863,091810,100.0,1,97
1864,091970,100.0,1,30
1865,092040,71.14,1,127
1866,092040,28.86,2,128
1867,092070,100.0,1,110
1868,092130,100.0,1,6
1869,092190,100.0,1,111
1870,092200,100.0,1,84
1871,092220,100.0,1,109
1872,092230,100.0,1,25
1873,092300,100.0,1,121
1874,092440,100.0,1,35
1875,092460,100.0,1,52
1876,092600,61.52,1,85
1877,092600,38.48,2,109
1878,092730,100.0,1,92
1879,092780,100.0,1,84
1880,092790,100.0,1,33
1881,092870,100.0,1,110
1882,093050,100.0,1,90
1883,093190,100.0,1,120
1884,093230,60.21,1,13
1885,093230,39.79,2,111
1886,093240,83.56,1,90
1887,093240,16.44,2,89
1888,093320,100.0,1,114
1889,093370,100.0,1,30
1890,093380,100.0,1,84
1891,093520,100.0,1,110
1892,093640,100.0,1,109
1893,093920,100.0,1,121
1894,094170,100.0,1,109
1895,094280,80.38,1,69
1896,094280,19.62,2,113
1897,094360,100.0,1,110
1898,094480,100.0,1,6
1899,094820,100.0,1,48
1900,094840,100.0,1,67
1901,094850,100.0,1,98
1902,094860,100.0,1,116
1903,094940,56.56,1,6
1904,094940,43.44,2,57
1905,094970,59.11,1,121
1906,094970,21.56,2,79
1907,094970,19.33,3,120
1908,095190,65.68,1,44
1909,095190,34.32,2,60
1910,095270,58.4,1,44
1911,095270,41.6,2,123
1912,095340,100.0,1,110
1913,095500,47.08,1,111
1914,095500,30.33,2,122
1915,095500,22.6,3,121
1916,095570,64.77,1,103
1917,095570,35.23,2,57
1918,095610,100.0,1,110
1919,095660,100.0,1,116
1920,095700,100.0,1,127
1921,095720,77.78,1,102
1922,095720,22.22,2,107
1923,095910,100.0,1,17
1924,096040,52.9,1,117
1925,096040,26.47,2,113
1926,096040,20.63,3,114
1927,096240,100.0,1,102
1928,096250,46.84,1,114
1929,096250,34.24,2,115
1930,096250,18.92,3,113
1931,096350,76.68,1,52
1932,096350,23.32,2,24
1933,096530,100.0,1,127
1934,096610,100.0,1,109
1935,096630,100.0,1,118
1936,096690,37.85,1,120
1937,096690,34.96,2,107
1938,096690,27.19,3,110
1939,096760,100.0,1,126
1940,096770,43.37,1,25
1941,096770,29.43,2,13
1942,096770,27.2,3,122
1943,096870,64.43,1,111
1944,096870,35.57,2,125
1945,097230,48.59,1,51
1946,097230,34.11,2,45
1947,097230,17.3,3,46
1948,097520,69.72,1,121
1949,097520,30.28,2,84
1950,097780,80.01,1,84
1951,097780,19.99,2,80
1952,097800,100.0,1,110
1953,097870,100.0,1,28
1954,097950,50.3,1,53
1955,097950,49.7,2,75
1956,098070,100.0,1,62
1957,098120,81.45,1,110
1958,098120,18.55,2,65
1959,098460,100.0,1,120
1960,098660,100.0,1,90
1961,099190,100.0,1,130
1962,099220,64.6,1,21
1963,099220,35.4,2,52
1964,099320,100.0,1,44
1965,099390,100.0,1,113
1966,099410,84.33,1,52
1967,099410,15.67,2,62
1968,099430,100.0,1,130
1969,099440,100.0,1,60
1970,099520,85.0,1,67
1971,099520,15.0,2,120
1972,099750,100.0,1,113
1973,100030,100.0,1,6
1974,100090,58.61,1,44
1975,100090,41.39,2,21
1976,100120,81.0,1,130
1977,100120,19.0,2,120
1978,100130,73.45,1,17
1979,100130,26.55,2,45
1980,100220,100.0,1,102
1981,100250,55.29,1,26
1982,100250,44.71,2,84
1983,100590,100.0,1,123
1984,100660,84.77,1,60
1985,100660,15.23,2,62
1986,100700,100.0,1,130
1987,100790,100.0,1,4
1988,100840,83.04,1,14
1989,100840,16.96,2,63
1990,101000,100.0,1,52
1991,101140,100.0,1,120
1992,101160,100.0,1,110
1993,101170,100.0,1,62
1994,101240,42.42,1,84
1995,101240,30.13,2,92
1996,101240,27.45,3,30
1997,101330,83.2,1,84
1998,101330,16.8,2,121
1999,101360,69.3,1,122
2000,101360,30.7,2,30
2001,101390,100.0,1,121
2002,101400,75.38,1,109
2003,101400,24.62,2,99
2004,101490,100.0,1,110
2005,101530,100.0,1,76
2006,101670,60.33,1,46
2007,101670,39.67,2,122
2008,101680,100.0,1,60
2009,101730,100.0,1,116
2010,101930,100.0,1,52
2011,101970,100.0,1,48
2012,102120,100.0,1,109
2013,102260,100.0,1,30
2014,102280,82.82,1,90
2015,102280,17.18,2,105
2016,102370,51.97,1,107
2017,102370,48.03,2,104
2018,102460,100.0,1,126
2019,102710,100.0,1,30
2020,102940,100.0,1,30
2021,103140,69.24,1,34
2022,103140,30.76,2,44
2023,103230,100.0,1,52
2024,103590,82.3,1,65
2025,103590,17.7,2,64
2026,103840,100.0,1,75
2027,104040,100.0,1,84
2028,104200,100.0,1,114
2029,104460,76.43,1,62
2030,104460,23.57,2,47
2031,104480,100.0,1,26
2032,104540,100.0,1,130
2033,104620,100.0,1,98
2034,104700,100.0,1,33
2035,104830,60.18,1,30
2036,104830,39.82,2,29
2037,105330,64.85,1,30
2038,105330,35.15,2,84
2039,105550,72.37,1,84
2040,105550,27.63,2,121
2041,105560,100.0,1,1
2042,105630,100.0,1,90
2043,105740,100.0,1,62
2044,105760,100.0,1,120
2045,105840,100.0,1,62
2046,106080,100.0,1,121
2047,106190,100.0,1,126
2048,106240,100.0,1,120
2049,106520,100.0,1,121
2050,107590,100.0,1,30
2051,107600,59.51,1,30
2052,107600,40.49,2,122
2053,107640,66.05,1,122
2054,107640,33.95,2,84
2055,108230,100.0,1,62
2056,108320,100.0,1,109
2057,108380,65.28,1,52
2058,108380,34.72,2,120
2059,108490,100.0,1,119
2060,108670,70.96,1,50
2061,108670,29.04,2,84
2062,108860,83.23,1,115
