corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
00995993,DXVX,180400,K,[기재정정]사업보고서 (2024.12),20250814003654,DXVX,20250814,연
00569691,디엔에프,092070,K,사업보고서 (2024.12),20250318001212,디엔에프,20250318,
00116949,DN오토모티브,007340,Y,사업보고서 (2024.12),20250313001452,DN오토모티브,20250313,연
00361594,DMS,068790,K,[기재정정]사업보고서 (2024.12),20250814000207,DMS,20250814,연
00361594,DMS,068790,K,[기재정정]사업보고서 (2023.12),20250321000022,DMS,20250321,연
00115931,디오,039840,K,[기재정정]사업보고서 (2024.12),20250331000557,디오,20250331,연
00114154,디와이덕양,024900,Y,사업보고서 (2024.12),20250317000666,디와이덕양,20250317,연
01089378,디와이디,219550,K,[기재정정]사업보고서 (2024.12),20250408003012,디와이디,20250408,
00117179,디와이,013570,Y,사업보고서 (2024.12),20250312001047,디와이,20250312,연
01336443,디와이씨,310870,K,사업보고서 (2024.12),20250319000619,디와이씨,20250319,연
01059605,디와이파워,210540,Y,사업보고서 (2024.12),20250312001039,디와이파워,20250312,연
00117726,DYP,092780,Y,사업보고서 (2024.12),20250321001077,DYP,20250321,연
00602136,디와이피엔에프,104460,K,[기재정정]사업보고서 (2024.12),20250814000962,디와이피엔에프,20250814,연
00445160,디이엔티,079810,K,[기재정정]사업보고서 (2024.12),20250813000089,디이엔티,20250813,연
00576789,디젠스,113810,K,사업보고서 (2024.12),20250319000780,디젠스,20250319,연
00295547,디지아이,043360,K,사업보고서 (2024.12),20250311000585,디지아이,20250311,
00627029,DGI,099520,K,사업보고서 (2024.12),20250319000578,DGI,20250319,연
00681373,디지캡,197140,K,사업보고서 (2024.12),20250317000881,디지캡,20250317,
00398808,디지털대성,068930,K,사업보고서 (2024.12),20250318000764,디지털대성,20250318,연
00231442,디지틀조선,033130,K,사업보고서 (2024.12),20250320001393,디지틀조선,20250320,연
00367695,에이전트AI,060900,K,[기재정정]사업보고서 (2024.12),20250331003241,에이전트AI,20250331,연
00533003,디케이락,105740,K,사업보고서 (2024.12),20250318000218,디케이락,20250318,연
00892526,디케이앤디,263020,K,사업보고서 (2024.12),20250318000499,디케이앤디,20250318,연
01137903,디케이티,290550,K,사업보고서 (2024.12),20250321000737,디케이티,20250321,연
00371740,디티씨,066670,K,[기재정정]사업보고서 (2024.12),20250723000318,디티씨,20250723,연
00675594,디티앤씨,187220,K,사업보고서 (2024.12),20250320001728,디티앤씨,20250320,연
01437432,디티앤씨알오,383930,K,사업보고서 (2024.12),20250320000935,디티앤씨알오,20250320,
00629212,딜리,131180,K,[기재정정]사업보고서 (2024.12),20250711000466,딜리,20250711,
01344831,딥노이드,315640,K,[기재정정]사업보고서 (2024.12),20250814002132,딥노이드,20250814,
01075126,사토시홀딩스,223310,K,사업보고서 (2024.12),20250318001034,사토시홀딩스,20250318,연
01327092,라닉스,317120,K,사업보고서 (2024.12),20250317000979,라닉스,20250317,연
01504211,라메디텍,462510,K,[첨부정정]사업보고서 (2024.12),20250319000467,라메디텍,20250319,
00255433,라온시큐어,042510,K,사업보고서 (2024.12),20250321000580,라온시큐어,20250321,연
00911229,라온테크,232680,K,사업보고서 (2024.12),20250318000672,라온테크,20250318,연
00965512,라온텍,418420,K,[기재정정]사업보고서 (2024.12),20250813001420,라온텍,20250813,
01251489,라온피플,300120,K,사업보고서 (2024.12),20250321000742,라온피플,20250321,연
00317104,라이온켐텍,171120,K,사업보고서 (2024.12),20250320000297,라이온켐텍,20250320,연
00317104,라이온켐텍,171120,K,[기재정정]사업보고서 (2023.12),20250218001445,라이온켐텍,20250218,연
01569102,라이콤,388790,K,사업보고서 (2024.12),20250318000992,라이콤,20250318,
01058101,라파스,214260,K,사업보고서 (2024.12),20250318001447,라파스,20250318,연
00654272,램테크놀러지,171010,K,사업보고서 (2024.12),20250318001284,램테크놀러지,20250318,연
00545114,랩지노믹스,084650,K,사업보고서 (2024.12),20250318001452,랩지노믹스,20250318,연
01068348,러셀,217500,K,사업보고서 (2024.12),20250321001639,러셀,20250321,연
00261355,레드캡투어,038390,K,사업보고서 (2024.12),20250320001478,레드캡투어,20250320,연
01011395,레몬,294140,K,사업보고서 (2024.12),20250319001002,레몬,20250319,
01468061,레뷰코퍼레이션,443250,K,사업보고서 (2024.12),20250321000908,레뷰코퍼레이션,20250321,연
00828761,레이,228670,K,[기재정정]사업보고서 (2024.12),20250325000745,레이,20250325,연
00899459,레이언스,228850,K,사업보고서 (2024.12),20250317000629,레이언스,20250317,연
01573381,레이저쎌,412350,K,사업보고서 (2024.12),20250320001608,레이저쎌,20250320,연
01161432,레이저옵텍,199550,K,사업보고서 (2024.12),20250320001659,레이저옵텍,20250320,연
01255652,레이크머티리얼즈,281740,K,사업보고서 (2024.12),20250318000856,레이크머티리얼즈,20250318,연
01261644,레인보우로보틱스,277810,K,[기재정정]사업보고서 (2024.12),20250814002961,레인보우로보틱스,20250814,연
01063990,로보로보,215100,K,사업보고서 (2024.12),20250314000532,로보로보,20250314,연
00536523,로보스타,090360,K,사업보고서 (2024.12),20250313001105,로보스타,20250313,연
00946030,로보티즈,108490,K,사업보고서 (2024.12),20250317000802,로보티즈,20250317,연
01139266,로스웰,900260,K,사업보고서 (2024.12),20250428000488,로스웰,20250428,연
00238199,로지시스,067730,K,사업보고서 (2024.12),20250318001270,로지시스,20250318,
00363486,로체시스템즈,071280,K,사업보고서 (2024.12),20250314001632,로체시스템즈,20250314,연
00231372,롯데관광개발,032350,Y,사업보고서 (2024.12),20250320001631,롯데관광개발,20250320,연
00545716,롯데렌탈,089860,Y,사업보고서 (2024.12),20250314001522,롯데렌탈,20250314,연
01363818,롯데리츠,330590,Y,사업보고서 (2025.06),20250911000374,롯데리츠,20250911,
01363818,롯데리츠,330590,Y,사업보고서 (2024.12),20250312000767,롯데리츠,20250312,
00113562,롯데손해보험,000400,Y,[기재정정]사업보고서 (2024.12),20250424000557,롯데손해보험,20250424,
00120526,롯데쇼핑,023530,Y,사업보고서 (2024.12),20250314001659,롯데쇼핑,20250314,연
00113997,롯데에너지머티리얼즈,020150,Y,사업보고서 (2024.12),20250314001597,롯데에너지머티리얼즈,20250314,연
01258507,롯데웰푸드,280360,Y,[기재정정]사업보고서 (2024.12),20250617000244,롯데웰푸드,20250617,연
01262032,롯데이노베이트,286940,Y,[기재정정]사업보고서 (2024.12),20250320001204,롯데이노베이트,20250320,연
00157681,롯데정밀화학,004000,Y,[기재정정]사업보고서 (2024.12),20250327000664,롯데정밀화학,20250327,연
00120562,롯데지주,004990,Y,[기재정정]사업보고서 (2024.12),20250620000111,롯데지주,20250620,연
00120571,롯데칠성음료,005300,Y,사업보고서 (2024.12),20250317000932,롯데칠성음료,20250317,연
00165413,롯데케미칼,011170,Y,[기재정정]사업보고서 (2024.12),20250725000806,롯데케미칼,20250725,연
00158307,롯데하이마트,071840,Y,[첨부정정]사업보고서 (2024.12),20250312001152,롯데하이마트,20250312,
01397620,루닛,328130,K,사업보고서 (2024.12),20250319001118,루닛,20250319,연
00406329,루멘스,038060,K,[기재정정]사업보고서 (2024.12),20250324000461,루멘스,20250324,연
01636565,루미르,474170,K,사업보고서 (2024.12),20250321001024,루미르,20250321,
00842619,리가켐바이오,141080,K,사업보고서 (2024.12),20250321001484,리가켐바이오,20250321,연
00369657,리노공업,058470,K,사업보고서 (2024.12),20250318000229,리노공업,20250318,
00180263,리더스코스메틱,016100,K,[기재정정]사업보고서 (2024.12),20250530002388,리더스코스메틱,20250530,연
00117708,리드코프,012700,K,사업보고서 (2024.12),20250320001571,리드코프,20250320,연
01275665,리메드,302550,K,사업보고서 (2024.12),20250318001367,리메드,20250318,연
00440712,리튬포어스,073570,K,[기재정정]사업보고서 (2024.12),20250814004043,리튬포어스,20250814,
01210066,리파인,377450,K,사업보고서 (2024.12),20250319000449,리파인,20250319,
00616962,린드먼아시아,277070,K,사업보고서 (2024.12),20250318000339,린드먼아시아,20250318,연
00352499,링네트,042500,K,[기재정정]사업보고서 (2024.12),20250814000043,링네트,20250814,연
01035678,링크드,193250,K,사업보고서 (2024.12),20250320001337,링크드,20250320,연
01109955,링크제니시스,219420,K,사업보고서 (2024.12),20250317000223,링크제니시스,20250317,연
01136977,마녀공장,439090,K,[기재정정]사업보고서 (2024.12),20250407002020,마녀공장,20250407,연
00204208,마니커,027740,Y,[기재정정]사업보고서 (2024.12),20250324000626,마니커,20250324,연
00770312,마니커에프앤지,195500,K,사업보고서 (2024.12),20250314001248,마니커에프앤지,20250314,
01442966,마스턴프리미어리츠,357430,Y,[기재정정]사업보고서 (2025.03),20250610000442,마스턴프리미어리츠,20250610,연
01297898,마음AI,377480,K,사업보고서 (2024.12),20250319000555,마음AI,20250319,연
01267967,마이크로디지탈,305090,K,사업보고서 (2024.12),20250317000933,마이크로디지탈,20250317,
00624378,마이크로투나노,424980,K,사업보고서 (2024.12),20250320000667,마이크로투나노,20250320,
00877174,엠브레인,169330,K,사업보고서 (2025.06),20250922000295,엠브레인,20250922,연
00261373,마크로젠,038290,K,사업보고서 (2024.12),20250321001254,마크로젠,20250321,연
00120872,만호제강,001080,Y,[기재정정]사업보고서 (2024.06),20250930000631,만호제강,20250930,
00120872,만호제강,001080,Y,[기재정정]사업보고서 (2025.06),20250918000340,만호제강,20250918,
01234507,매일유업,267980,K,사업보고서 (2024.12),20250320001447,매일유업,20250320,연
00120924,매일홀딩스,005990,K,사업보고서 (2024.12),20250320001467,매일홀딩스,20250320,연
00596677,매커스,093520,K,[기재정정]사업보고서 (2024.12),20250814001082,매커스,20250814,연
00364740,머큐리,100590,K,사업보고서 (2024.12),20250317000428,머큐리,20250317,연
00425351,멀티캠퍼스,067280,K,사업보고서 (2024.12),20250311000674,멀티캠퍼스,20250311,연
00422284,메가스터디,072870,K,사업보고서 (2024.12),20250320000851,메가스터디,20250320,연
01074862,메가스터디교육,215200,K,사업보고서 (2024.12),20250319000794,메가스터디교육,20250319,연
00807555,메가엠디,133750,K,사업보고서 (2024.12),20250320001168,메가엠디,20250320,연
00923516,메가터치,446540,K,사업보고서 (2024.12),20250318000734,메가터치,20250318,
01336373,메드팩토,235980,K,사업보고서 (2024.12),20250320000990,메드팩토,20250320,연
00273439,메디아나,041920,K,사업보고서 (2024.12),20250314001017,메디아나,20250314,연
00267854,메디앙스,014100,K,사업보고서 (2024.12),20250320001657,메디앙스,20250320,연
00356839,메디콕스,054180,K,사업보고서 (2024.12),20250321001908,메디콕스,20250321,연
00356839,메디콕스,054180,K,[기재정정]사업보고서 (2023.12),20250319001115,메디콕스,20250319,연
00580199,메디톡스,086900,K,사업보고서 (2024.12),20250320001592,메디톡스,20250320,연
00453929,메디포스트,078160,K,사업보고서 (2024.12),20250320001185,메디포스트,20250320,연
00860332,메리츠금융지주,138040,Y,[기재정정]사업보고서 (2024.12),20250328001697,메리츠금융지주,20250328,연
01596656,메쎄이상,408920,K,[기재정정]사업보고서 (2024.12),20250620000624,메쎄이상,20250620,연
00136101,메이슨캐피탈,021880,K,사업보고서 (2025.03),20250617000184,메이슨캐피탈,20250617,연
00808022,메지온,140410,K,사업보고서 (2024.12),20250320001584,메지온,20250320,연
00652007,메카로,241770,K,사업보고서 (2024.12),20250318001432,메카로,20250318,연
00442835,메타랩스,090370,Y,사업보고서 (2024.12),20250320001179,메타랩스,20250320,연
00317681,메타바이오메드,059210,K,[기재정정]사업보고서 (2024.12),20250327000684,메타바이오메드,20250327,연
00791209,메타케어,118000,Y,사업보고서 (2024.12),20250320001573,메타케어,20250320,연
00270113,멕아이씨에스,058110,K,사업보고서 (2024.12),20250317000001,멕아이씨에스,20250317,연
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2024.12),20250326000618,명문제약,20250326,연
00173078,명신산업,009900,Y,사업보고서 (2024.12),20250318000402,명신산업,20250318,연
00173102,모나리자,012690,Y,사업보고서 (2024.12),20250314001404,모나리자,20250314,
00121288,모나미,005360,Y,사업보고서 (2024.12),20250321000631,모나미,20250321,연
00365989,모나용평,070960,Y,사업보고서 (2024.12),20250321000702,모나용평,20250321,연
01583652,모니터랩,434480,K,사업보고서 (2024.12),20250320000593,모니터랩,20250320,연
00480048,모다이노칩,080420,K,[기재정정]사업보고서 (2024.12),20250317000262,모다이노칩,20250317,연
00657783,모델솔루션,417970,K,[기재정정]사업보고서 (2024.12),20250529000013,모델솔루션,20250529,연
00657783,모델솔루션,417970,K,[기재정정]사업보고서 (2023.12),20250529000008,모델솔루션,20250529,연
00657783,모델솔루션,417970,K,[기재정정]사업보고서 (2022.12),20250529000006,모델솔루션,20250529,연
00456218,모두투어,080160,K,사업보고서 (2024.12),20250313000623,모두투어,20250313,연
00556615,모바일어플라이언스,087260,K,사업보고서 (2024.12),20250321001174,모바일어플라이언스,20250321,연
00498001,모베이스,101330,K,사업보고서 (2024.12),20250319000144,모베이스,20250319,연
00137234,모베이스전자,012860,K,사업보고서 (2024.12),20250317000300,모베이스전자,20250317,연
01493535,모비데이즈,363260,K,사업보고서 (2024.12),20250318001339,모비데이즈,20250318,연
01210190,모비릭스,348030,K,사업보고서 (2024.12),20250320001043,모비릭스,20250320,연
01165155,모비스,250060,K,사업보고서 (2024.12),20250318001069,모비스,20250318,
01423837,모아데이타,288980,K,사업보고서 (2024.12),20250320000908,모아데이타,20250320,연
00587925,모아라이프플러스,142760,K,사업보고서 (2024.12),20250320001658,모아라이프플러스,20250320,연
00241209,모아텍,033200,K,[첨부추가]사업보고서 (2025.03),20250618000340,모아텍,20250618,연
01407158,모코엠시스,333050,K,사업보고서 (2024.12),20250320000746,모코엠시스,20250320,
00151128,모토닉,009680,Y,사업보고서 (2024.12),20250313000748,모토닉,20250313,연
00876908,모트렉스,118990,K,사업보고서 (2024.12),20250320000922,모트렉스,20250320,연
00367400,모티브링크,463480,K,사업보고서 (2024.12),20250321001271,모티브링크,20250321,연
00163318,모헨즈,006920,K,사업보고서 (2024.12),20250313000769,모헨즈,20250313,연
00121507,무림SP,001810,K,사업보고서 (2024.12),20250314001344,무림SP,20250314,연
00136086,무림페이퍼,009200,Y,사업보고서 (2024.12),20250317000368,무림페이퍼,20250317,연
00119007,무림P&P,009580,Y,사업보고서 (2024.12),20250314001672,무림P&P,20250314,연
00121543,무학,033920,Y,[기재정정]사업보고서 (2024.12),20250324000610,무학,20250324,연
00121570,문배철강,008420,Y,[기재정정]사업보고서 (2024.12),20250708000057,문배철강,20250708,
01190124,미디어젠,279600,K,사업보고서 (2024.12),20250320001085,미디어젠,20250320,
00526836,미래나노텍,095500,K,사업보고서 (2024.12),20250312001106,미래나노텍,20250312,연
00299844,미래반도체,254490,K,사업보고서 (2024.12),20250320000508,미래반도체,20250320,
00197759,미래산업,025560,Y,사업보고서 (2024.12),20250318001105,미래산업,20250318,연
00197759,미래산업,025560,Y,[기재정정]사업보고서 (2023.12),20250205000477,미래산업,20250205,연
01071944,미래생명자원,218150,K,사업보고서 (2024.12),20250321000835,미래생명자원,20250321,연
00104786,미래아이앤지,007120,Y,[기재정정]사업보고서 (2024.12),20250814002870,미래아이앤지,20250814,
01576102,미래에셋글로벌리츠,396690,Y,사업보고서 (2025.03),20250620000484,미래에셋글로벌리츠,20250620,연
01437292,미래에셋맵스리츠,357250,Y,사업보고서 (2025.05),20250820000145,미래에셋맵스리츠,20250820,
01437292,미래에셋맵스리츠,357250,Y,사업보고서 (2024.11),20250220001436,미래에셋맵스리츠,20250220,
00340096,미래에셋벤처투자,100790,K,사업보고서 (2024.12),20250318001085,미래에셋벤처투자,20250318,연
00112332,미래에셋생명,085620,Y,[기재정정]사업보고서 (2024.12),20250814003144,미래에셋생명,20250814,연
00111722,미래에셋증권,006800,Y,[기재정정]사업보고서 (2024.12),20250814004060,미래에셋증권,20250814,연
00447760,미래컴퍼니,049950,K,[첨부추가]사업보고서 (2024.12),20250320001352,미래컴퍼니,20250320,연
01047840,미스터블루,207760,K,사업보고서 (2024.12),20250312000988,미스터블루,20250312,연
00195229,미스토홀딩스,081660,Y,[기재정정]사업보고서 (2024.12),20250321001837,미스토홀딩스,20250321,연
00121932,미원상사,002840,Y,사업보고서 (2024.12),20250317000651,미원상사,20250317,연
01234297,미원에스씨,268280,Y,사업보고서 (2024.12),20250312000902,미원에스씨,20250312,연
00706715,미원홀딩스,107590,Y,사업보고서 (2024.12),20250319000813,미원홀딩스,20250319,연
00855163,미원화학,134380,Y,사업보고서 (2024.12),20250310000394,미원화학,20250310,
00122056,미창석유공업,003650,Y,[첨부추가]사업보고서 (2024.12),20250321001415,미창석유공업,20250321,
00366942,미코,059090,K,사업보고서 (2024.12),20250321001867,미코,20250321,연
00965813,미투온,201490,K,사업보고서 (2024.12),20250320001679,미투온,20250320,연
01374717,미트박스,475460,K,사업보고서 (2024.12),20250321000941,미트박스,20250321,연
01689035,민테크,452200,K,사업보고서 (2024.12),20250320000844,민테크,20250320,
01046708,바디텍메드,206640,K,[첨부추가]사업보고서 (2024.12),20250317000430,바디텍메드,20250317,연
00122205,바른손,018700,K,사업보고서 (2024.12),20250320001342,바른손,20250320,연
00259590,바른손이앤에이,035620,K,사업보고서 (2024.12),20250320001242,바른손이앤에이,20250320,연
00216027,바이넥스,053030,K,사업보고서 (2024.12),20250314001600,바이넥스,20250314,연
00403793,바이브컴퍼니,301300,K,사업보고서 (2024.12),20250320000313,바이브컴퍼니,20250320,연
00622787,바이오노트,377740,Y,사업보고서 (2024.12),20250318001275,바이오노트,20250318,연
00326731,바이오니아,064550,K,사업보고서 (2024.12),20250321001743,바이오니아,20250321,연
01117413,바이오다인,314930,K,사업보고서 (2024.12),20250317000372,바이오다인,20250317,
00560982,바이오솔루션,086820,K,[기재정정]사업보고서 (2024.12),20250328002208,바이오솔루션,20250328,
00240857,바이오스마트,038460,K,사업보고서 (2024.12),20250318001405,바이오스마트,20250318,연
01160974,바이오에프디엔씨,251120,K,사업보고서 (2024.12),20250321000230,바이오에프디엔씨,20250321,
01110058,바이오인프라,199730,K,사업보고서 (2024.12),20250314000904,바이오인프라,20250314,
00447502,바이오톡스텍,086040,K,사업보고서 (2024.12),20250320001110,바이오톡스텍,20250320,연
00636656,바이오플러스,099430,K,사업보고서 (2024.12),20250320001165,바이오플러스,20250320,연
00232089,바이온,032980,K,사업보고서 (2024.12),20250324000589,바이온,20250324,연
01335790,바이젠셀,308080,K,사업보고서 (2024.12),20250319000981,바이젠셀,20250319,연
00264255,바텍,043150,K,사업보고서 (2024.12),20250318000546,바텍,20250318,연
01335851,박셀바이오,323990,K,사업보고서 (2024.12),20250828000453,박셀바이오,20250311,
01182240,배럴,267790,K,사업보고서 (2024.12),20250319000711,배럴,20250319,연
00360036,백금T&A,046310,K,사업보고서 (2024.12),20250320000412,백금T&A,20250320,연
00122551,백산,035150,Y,[기재정정]사업보고서 (2024.12),20250319000644,백산,20250319,연
01398151,밸로프,331520,K,사업보고서 (2024.12),20250318000970,밸로프,20250318,연
01138595,뱅크웨어글로벌,199480,K,[기재정정]사업보고서 (2024.12),20250331002789,뱅크웨어글로벌,20250331,연
01605529,버넥트,438700,K,사업보고서 (2024.12),20250324000720,버넥트,20250324,연
00378220,버킷스튜디오,066410,K,사업보고서 (2024.12),20250328001184,버킷스튜디오,20250328,연
00378220,버킷스튜디오,066410,K,[기재정정]사업보고서 (2023.12),20250307001141,버킷스튜디오,20250307,연
00378220,버킷스튜디오,066410,K,[기재정정]사업보고서 (2022.12),20250307001124,버킷스튜디오,20250307,연
00122694,범양건영,002410,Y,[기재정정]사업보고서 (2024.12),20250814003868,범양건영,20250814,연
00122694,범양건영,002410,Y,[기재정정]사업보고서 (2023.12),20250605000503,범양건영,20250605,연
00122694,범양건영,002410,Y,[기재정정]사업보고서 (2022.12),20250605000501,범양건영,20250605,연
00122694,범양건영,002410,Y,[기재정정]사업보고서 (2021.12),20250605000491,범양건영,20250605,연
00122694,범양건영,002410,Y,[기재정정]사업보고서 (2020.12),20250605000472,범양건영,20250605,연
01435489,범한퓨얼셀,382900,K,사업보고서 (2024.12),20250320001547,범한퓨얼셀,20250320,연
01043853,베노티앤알,206400,K,사업보고서 (2024.12),20250317000404,베노티앤알,20250317,연
00267906,베뉴지,019010,K,[기재정정]사업보고서 (2024.12),20250814001355,베뉴지,20250814,연
00813389,베셀,177350,K,사업보고서 (2024.12),20250320000966,베셀,20250320,연
01453944,벡트,457600,K,사업보고서 (2024.12),20250317000775,벡트,20250317,연
01622331,벨로크,424760,K,사업보고서 (2024.12),20250318000457,벨로크,20250318,
00122898,벽산,007210,Y,사업보고서 (2024.12),20250321001224,벽산,20250321,연
00568461,HC보광산업,225530,K,사업보고서 (2024.12),20250318001123,HC보광산업,20250318,연
01124680,보라티알,250000,K,사업보고서 (2024.12),20250319000700,보라티알,20250319,연
00123107,보락,002760,Y,사업보고서 (2024.12),20250321000822,보락,20250321,
00123143,보령,003850,Y,사업보고서 (2024.12),20250320001237,보령,20250320,연
01327746,보로노이,310210,K,사업보고서 (2024.12),20250320001039,보로노이,20250320,연
00267881,보성파워텍,006910,K,사업보고서 (2024.12),20250319000901,보성파워텍,20250319,
00123541,보해양조,000890,Y,사업보고서 (2024.12),20250318001002,보해양조,20250318,연
01098792,본느,226340,K,[기재정정]사업보고서 (2024.12),20250523000500,본느,20250523,연
01098792,본느,226340,K,[기재정정]사업보고서 (2023.12),20250305000472,본느,20250305,연
01098792,본느,226340,K,[기재정정]사업보고서 (2022.12),20250305000334,본느,20250305,연
00124276,부스타,008470,K,사업보고서 (2024.12),20250314000761,부스타,20250314,연
00123718,부광약품,003000,Y,사업보고서 (2024.12),20250318000877,부광약품,20250318,연
00123772,부국증권,001270,Y,[기재정정]사업보고서 (2024.12),20250813001187,부국증권,20250813,연
00123781,부국철강,026940,Y,사업보고서 (2024.12),20250320000887,부국철강,20250320,
00243067,부방,014470,K,사업보고서 (2024.12),20250320001612,부방,20250320,연
00124027,부산산업,011390,Y,사업보고서 (2024.12),20250320000250,부산산업,20250320,연
00124151,부산주공,005030,Y,[기재정정]사업보고서 (2024.12),20250521000343,부산주공,20250521,
00124151,부산주공,005030,Y,[기재정정]사업보고서 (2023.12),20250521000331,부산주공,20250521,
01344202,뷰노,338220,K,사업보고서 (2024.12),20250320000289,뷰노,20250320,연
00609324,뷰웍스,100120,K,사업보고서 (2024.12),20250321000845,뷰웍스,20250321,연
01147487,뷰티스킨,406820,K,사업보고서 (2024.12),20250320001431,뷰티스킨,20250320,연
00642897,브레인즈컴퍼니,099390,K,사업보고서 (2024.12),20250321000306,브레인즈컴퍼니,20250321,연
00359076,브리지텍,064480,K,사업보고서 (2024.12),20250318000283,브리지텍,20250318,
01227039,파라택시스코리아,288330,K,사업보고서 (2024.12),20250321001906,파라택시스코리아,20250321,연
01354740,브이씨,365900,K,사업보고서 (2024.12),20250319000403,브이씨,20250319,연
00544577,브이엠,089970,K,[기재정정]사업보고서 (2024.12),20250814002358,브이엠,20250814,연
01027794,브이원텍,251630,K,사업보고서 (2024.12),20250318000625,브이원텍,20250318,연
00150165,브이티,018290,K,사업보고서 (2024.12),20250319000919,브이티,20250319,연
01718407,블랙야크아이앤씨,478560,K,사업보고서 (2024.12),20250321001674,블랙야크아이앤씨,20250321,
01559637,블루엠텍,439580,K,사업보고서 (2024.12),20250321001784,블루엠텍,20250321,연
00238001,블루콤,033560,K,사업보고서 (2024.12),20250313001159,블루콤,20250313,연
01508855,블리츠웨이엔터테인먼트,369370,K,사업보고서 (2024.12),20250320001201,블리츠웨이엔터테인먼트,20250320,연
00563518,비나텍,126340,K,사업보고서 (2024.12),20250313000631,비나텍,20250313,연
00693651,비덴트,121800,K,사업보고서 (2024.12),20250321000629,비덴트,20250321,연
00693651,비덴트,121800,K,[기재정정]사업보고서 (2021.12),20250109000166,비덴트,20250109,
00533191,비보존 제약,082800,K,사업보고서 (2024.12),20250320000978,비보존 제약,20250320,연
01153105,비비씨,318410,K,사업보고서 (2024.12),20250321000809,비비씨,20250321,연
00107677,비비안,002070,Y,사업보고서 (2024.12),20250321001351,비비안,20250321,연
00520887,비상교육,100220,Y,사업보고서 (2024.12),20250320001015,비상교육,20250320,연
01506848,비스토스,419540,K,사업보고서 (2024.12),20250321000741,비스토스,20250321,
01301623,비씨엔씨,146320,K,사업보고서 (2024.12),20250318000823,비씨엔씨,20250318,연
00256043,비씨월드제약,200780,K,[기재정정]사업보고서 (2024.12),20250402001217,비씨월드제약,20250402,연
01462739,비아이매트릭스,413640,K,사업보고서 (2024.12),20250320000988,비아이매트릭스,20250320,
00610083,비아트론,141000,K,[기재정정]사업보고서 (2024.12),20250814000583,비아트론,20250814,연
00447609,비에이치,090460,Y,[기재정정]사업보고서 (2024.12),20250326000026,비에이치,20250326,연
00409788,비에이치아이,083650,K,사업보고서 (2024.12),20250314001420,비에이치아이,20250314,연
00656021,BF랩스,139050,K,사업보고서 (2024.12),20250407004384,BF랩스,20250407,연
00656021,BF랩스,139050,K,사업보고서제출기한연장신고서 (2024.12),20250321001768,BF랩스,20250321,
00384717,비엘팜텍,065170,K,사업보고서 (2024.12),20250321001659,비엘팜텍,20250321,연
00524786,비엠티,086670,K,사업보고서 (2024.12),20250321001120,비엠티,20250321,연
01406618,비올,335890,K,사업보고서 (2024.12),20250317000468,비올,20250317,
01110076,비유테크놀러지,230980,K,[기재정정]사업보고서 (2024.12),20250814004420,비유테크놀러지,20250814,연
00599595,BGF에코머티리얼즈,126600,K,사업보고서 (2024.12),20250318001010,BGF에코머티리얼즈,20250318,연
00154718,비츠로셀,082920,K,사업보고서 (2024.12),20250318000663,비츠로셀,20250318,연
00201432,비츠로시스,054220,K,[기재정정]사업보고서 (2024.12),20250814000789,비츠로시스,20250814,연
00103644,비츠로테크,042370,K,사업보고서 (2024.12),20250321001569,비츠로테크,20250321,연
00369569,비케이홀딩스,050090,K,사업보고서 (2024.12),20250320000577,비케이홀딩스,20250320,
00980043,비큐AI,148780,K,사업보고서 (2024.12),20250321000642,비큐AI,20250321,연
01326792,비투엔,307870,K,[기재정정]사업보고서 (2024.12),20250814001704,비투엔,20250814,연
01409095,비트맥스,377030,K,사업보고서 (2024.12),20250317000727,비트맥스,20250317,연
00231707,비트컴퓨터,032850,K,사업보고서 (2024.12),20250317000141,비트컴퓨터,20250317,연
01109070,비피도,238200,K,사업보고서 (2024.12),20250312001009,비피도,20250312,연
00478900,빅솔론,093190,K,사업보고서 (2024.12),20250311000820,빅솔론,20250311,연
00385363,빅텍,065450,K,사업보고서 (2024.12),20250318000571,빅텍,20250318,연
00173449,빌리언스,044480,K,사업보고서 (2024.12),20250312001143,빌리언스,20250313,연
00124726,빙그레,005180,Y,사업보고서 (2024.12),20250312000859,빙그레,20250312,연
00367482,빛과전자,069540,K,[기재정정]사업보고서 (2024.12),20250407004150,빛과전자,20250407,연
00359261,빛샘전자,072950,K,사업보고서 (2024.12),20250318000318,빛샘전자,20250318,연
01283974,삐아,451250,K,사업보고서 (2024.12),20250320001627,삐아,20250320,연
00857480,사람인,143240,K,사업보고서 (2024.12),20250314001754,사람인,20250314,연
01207901,사이냅소프트,466410,K,사업보고서 (2024.12),20250321000813,사이냅소프트,20250321,
00109718,사조대림,003960,Y,사업보고서 (2024.12),20250312000891,사조대림,20250312,연
00137252,사조동아원,008040,Y,사업보고서 (2024.12),20250312000522,사조동아원,20250312,
00124799,사조산업,007160,Y,사업보고서 (2024.12),20250312000903,사조산업,20250312,연
00124780,사조씨푸드,014710,Y,사업보고서 (2024.12),20250311000913,사조씨푸드,20250311,연
00141875,사조오양,006090,Y,[기재정정]사업보고서 (2024.12),20250703000352,사조오양,20250703,
01676642,사피엔반도체,452430,K,[기재정정]사업보고서 (2024.12),20250819000237,사피엔반도체,20250819,
